nota_graduacao,experiencia_profissional,publicacoes,projetos_pesquisa,pontuacao_prova,pontuacao_entrevista,programa,nivel_pretendido,tipo_instituicao_origem,regiao_origem,modalidade_candidatura,idade,renda_familiar,ensino_ingles,aprovado
7.120233687407937,12,2,1,34.790832988892475,87.52750415750111,Matematica,Doutorado,Publica,Sul,Estrangeiro,37,30253.778274927387,Basico,1
7.509041843560318,6,4,1,98.22111597816162,82.40942204469991,Matematica,Mestrado,Privada,Sul,Regular,28,7424.613406538558,Basico,0
9.785683339328372,4,2,1,73.97965663942682,59.88852834960983,Engenharia_Mecanica,Mestrado,Privada,Sul,Cotas,36,7382.186811267865,Intermediario,0
8.71542743435269,6,1,1,80.09771083447997,81.67594553223795,Fisica,Doutorado,Privada,Sul,Regular,33,40962.42049000825,Intermediario,0
5.555439766955899,0,2,1,59.05585904725247,80.66365022366267,Fisica,Doutorado,Federal,Sudeste,Regular,25,20679.189464440442,Intermediario,0
8.686125954092192,0,2,0,82.9093487825599,89.19853702125397,Engenharia_Civil,Mestrado,Federal,Nordeste,Regular,27,9158.899633011217,Basico,0
7.6223765793755245,8,2,1,69.39128780917184,74.92485985996726,Matematica,Doutorado,Publica,Sul,Regular,27,1000.0,Basico,0
7.184616999541062,13,1,1,57.0906866693215,80.50158901675397,Engenharia_Mecanica,Doutorado,Publica,Sudeste,Regular,36,1000.0,Intermediario,0
9.1175144332613,4,0,2,56.88500470647098,80.88033185802651,Engenharia_Mecanica,Mestrado,Privada,Norte,Cotas,24,10252.199998573713,Intermediario,0
9.746499283743926,12,3,0,56.6197434512655,71.44934415218157,Ciencia_Computacao,Doutorado,Publica,Nordeste,Regular,23,10772.046646195813,Basico,0
9.596920178674297,4,6,2,80.70359393695244,66.1606681590631,Matematica,Mestrado,Publica,Sul,Regular,26,2064.526489936933,Intermediario,1
6.941173715166041,2,1,2,65.46552576207603,84.59048984594081,Engenharia_Mecanica,Mestrado,Privada,Norte,Regular,29,7515.15308073133,Basico,0
7.736181436223178,4,2,1,50.39859366435245,92.09315690781875,Ciencia_Computacao,Mestrado,Federal,Centro-Oeste,Cotas,40,1642.911599571945,Intermediario,0
8.696895147105344,2,2,1,80.53949271056563,72.50108045092304,Engenharia_Civil,Mestrado,Publica,Sul,Regular,42,9765.541163550388,Intermediario,0
9.663317690683538,8,2,3,42.409057151960035,77.38678970547247,Ciencia_Computacao,Mestrado,Privada,Sudeste,Regular,37,10075.529847012647,Avancado,1
7.481238643232064,8,2,3,94.93608145491143,89.95459064270186,Engenharia_Civil,Doutorado,Publica,Centro-Oeste,Cotas,40,9997.508443255469,Basico,1
7.9215115350042735,5,2,1,100.0,91.12050167611658,Fisica,Mestrado,Publica,Sudeste,Regular,44,7351.375995198527,Intermediario,1
6.540497538990957,14,1,2,55.31364486709892,82.7771056197477,Fisica,Mestrado,Publica,Sudeste,Regular,37,3453.188464563923,Avancado,0
6.405690063878993,0,4,0,90.78675947421064,84.97041919316068,Engenharia_Eletrica,Mestrado,Publica,Sudeste,Regular,27,3812.2227330548794,Intermediario,0
9.418788733591295,6,3,3,80.23647003608257,86.38459806183005,Engenharia_Eletrica,Doutorado,Federal,Nordeste,Regular,43,19750.188177015105,Intermediario,1
10.0,6,0,1,67.4994198517608,88.53240776314071,Ciencia_Computacao,Mestrado,Federal,Centro-Oeste,Cotas,22,8086.067733946158,Intermediario,1
8.091984817629498,13,2,2,68.19941369055243,67.14296729945504,Engenharia_Eletrica,Mestrado,Privada,Nordeste,Regular,39,8828.203330818811,Basico,0
9.705299346838036,9,2,0,84.81717469365161,100.0,Matematica,Mestrado,Publica,Centro-Oeste,Regular,43,5452.2725417733245,Intermediario,0
8.74245403757145,9,3,1,74.40073803594812,83.28804682931309,Ciencia_Computacao,Doutorado,Privada,Sudeste,Cotas,29,10740.10133402143,Avancado,1
7.232320368092313,3,1,1,36.086862640397314,88.75798535408771,Engenharia_Mecanica,Mestrado,Publica,Sudeste,Regular,26,15532.918518684748,Intermediario,0
8.74209340826262,7,2,2,100.0,70.85834901517843,Matematica,Doutorado,Publica,Nordeste,Cotas,33,2313.3212240294633,Intermediario,1
10.0,5,0,1,81.49761278977206,77.769191657892,Ciencia_Computacao,Mestrado,Privada,Centro-Oeste,Regular,39,10009.568269002866,Intermediario,1
8.146260941335072,3,3,1,74.21983828774432,84.52380441111914,Fisica,Mestrado,Privada,Sul,Regular,26,3746.9571543259817,Intermediario,0
10.0,3,3,3,64.22365140472735,58.34710733003509,Engenharia_Civil,Mestrado,Publica,Sudeste,Regular,43,7162.5690231766275,Intermediario,0
5.0,1,2,2,72.16559244500354,69.18631938557756,Engenharia_Eletrica,Doutorado,Publica,Sudeste,Cotas,34,13390.273396439417,Basico,0
9.432853756562835,13,0,1,94.03780888276786,71.29657425467484,Engenharia_Eletrica,Mestrado,Federal,Sudeste,Regular,42,1000.0,Intermediario,1
8.330570602357255,1,3,3,78.92427651819303,64.6563595453065,Engenharia_Eletrica,Mestrado,Privada,Sudeste,Cotas,43,1338.6490273369247,Intermediario,0
7.751488974301198,11,2,2,80.63061936672007,81.2729925231001,Ciencia_Computacao,Mestrado,Federal,Sudeste,Regular,33,2227.707569531045,Avancado,1
8.337641164803253,13,4,0,56.26244070529664,79.11100805520573,Matematica,Mestrado,Federal,Centro-Oeste,Regular,37,2045.8868139569108,Intermediario,1
5.21864662809866,3,1,0,69.75554585659917,97.08448772024929,Engenharia_Civil,Mestrado,Privada,Sul,Regular,35,4044.7754659524103,Intermediario,0
7.870492168243731,4,3,1,75.76577260115022,66.55189318944805,Engenharia_Eletrica,Doutorado,Publica,Nordeste,Regular,32,37453.56036130861,Basico,0
8.735668857267619,7,2,1,85.44849515186313,82.8169805408982,Matematica,Mestrado,Privada,Sudeste,Regular,30,20214.112184287438,Basico,0
10.0,14,4,1,68.76275685182019,69.43892015214624,Engenharia_Mecanica,Mestrado,Publica,Sudeste,Cotas,44,2448.6502637692197,Intermediario,1
7.422594672589528,5,0,1,88.9180314821282,59.39431876318951,Fisica,Mestrado,Publica,Sul,Regular,31,13941.9844694566,Intermediario,0
6.987259595660218,13,2,1,57.83470187481837,87.05364624811367,Engenharia_Mecanica,Mestrado,Privada,Norte,Regular,37,4666.351544979707,Intermediario,0
7.447364434623195,14,1,1,76.04304484630443,88.04718727201757,Engenharia_Civil,Mestrado,Privada,Sul,Estrangeiro,40,7424.1920428132335,Intermediario,1
9.573103176553111,3,1,3,73.5357768165232,86.62542422293996,Engenharia_Eletrica,Mestrado,Publica,Norte,Regular,31,1514.694134399765,Avancado,0
8.693126664489526,12,1,1,52.267103079216156,64.20204632835572,Engenharia_Mecanica,Doutorado,Privada,Norte,Cotas,42,1007.4520894020177,Basico,0
7.405359694349441,10,0,2,74.28437764986155,81.00304838461373,Fisica,Mestrado,Privada,Sudeste,Regular,25,11835.020339874132,Intermediario,0
8.969901149670033,6,1,0,66.26093219150793,87.168325756796,Matematica,Doutorado,Publica,Sudeste,Regular,42,5112.352625032729,Intermediario,0
8.34561632402206,7,2,0,96.2066209123939,91.4259226822895,Matematica,Mestrado,Publica,Nordeste,Regular,29,9201.45206445778,Intermediario,1
9.652967485799334,1,3,0,68.84615946118369,87.53953662905127,Engenharia_Mecanica,Mestrado,Publica,Sul,Regular,32,33272.85281987137,Avancado,1
7.146920359183971,11,5,3,80.26305801889072,91.58160949237343,Engenharia_Eletrica,Doutorado,Publica,Sudeste,Regular,27,3690.2148395350373,Intermediario,1
7.708506780103347,6,3,2,56.534370257769886,92.8085580980756,Fisica,Doutorado,Privada,Sul,Estrangeiro,25,3731.022205395561,Intermediario,1
7.611837770301763,14,2,1,78.54853340119836,81.25838039694335,Engenharia_Civil,Mestrado,Privada,Sul,Cotas,42,41043.73512393147,Intermediario,0
6.004727577801821,13,4,0,68.77430537085675,85.98236230586807,Engenharia_Eletrica,Mestrado,Privada,Centro-Oeste,Regular,44,5015.99525560904,Intermediario,0
8.644180415596864,1,3,0,63.35585274048036,91.99612516288447,Ciencia_Computacao,Mestrado,Publica,Sudeste,Estrangeiro,26,1874.3764095039132,Basico,1
8.591582908269833,1,2,2,100.0,84.68150645921116,Engenharia_Mecanica,Mestrado,Publica,Sudeste,Regular,39,11882.459393561734,Avancado,0
8.20767018496369,7,1,2,69.69826456875197,94.38796977986591,Ciencia_Computacao,Mestrado,Publica,Sul,Cotas,43,3695.195077089916,Basico,0
7.848119299937279,1,1,0,71.8207660601409,90.49395594077875,Engenharia_Mecanica,Doutorado,Publica,Nordeste,Regular,24,1831.3966266319749,Intermediario,0
6.0769438869243775,14,4,2,88.52990179125206,72.4105832725896,Engenharia_Civil,Mestrado,Publica,Nordeste,Regular,28,5473.228386495022,Intermediario,1
7.569032015851961,10,5,2,63.473599777109925,64.32800113117725,Engenharia_Eletrica,Mestrado,Privada,Centro-Oeste,Regular,43,13253.583203791852,Avancado,1
7.685928225209845,8,1,1,81.04908416116304,80.23169035071356,Fisica,Mestrado,Publica,Nordeste,Regular,33,1222.901353222528,Intermediario,0
6.996584096167571,11,3,1,82.65480618666271,65.8264344411362,Engenharia_Eletrica,Mestrado,Privada,Sul,Regular,24,1189.2487262716652,Intermediario,0
7.958071432500986,0,2,2,78.6705063969256,80.997509814551,Engenharia_Mecanica,Mestrado,Privada,Sudeste,Regular,38,4464.574214831265,Intermediario,0
8.806076285221806,14,1,3,100.0,79.91117124799219,Matematica,Mestrado,Privada,Sul,Regular,24,1312.856775431429,Intermediario,1
10.0,8,2,3,62.93596425706997,95.61093484899868,Ciencia_Computacao,Doutorado,Publica,Nordeste,Regular,32,1062.853744763199,Intermediario,0
8.461866719247757,14,1,2,98.06400902360969,86.06075199540261,Fisica,Mestrado,Federal,Norte,Estrangeiro,27,4950.972398493099,Avancado,1
8.586325586084145,0,2,2,82.0821060363835,91.73522249944517,Fisica,Doutorado,Federal,Centro-Oeste,Regular,32,18532.561931729255,Basico,1
8.088331126350749,9,1,2,88.64174419784904,74.12486141061473,Engenharia_Eletrica,Mestrado,Publica,Nordeste,Regular,25,12652.63571124712,Intermediario,1
5.321843177051437,12,0,2,80.11851557525141,98.35601929145157,Engenharia_Eletrica,Doutorado,Privada,Sul,Regular,38,4322.852509030532,Intermediario,0
8.160229186826173,9,2,4,100.0,90.72377715346926,Engenharia_Mecanica,Doutorado,Federal,Sudeste,Regular,43,22904.447555347524,Intermediario,0
8.290345314911539,1,1,0,70.19883115091807,85.12925873700063,Matematica,Doutorado,Privada,Sudeste,Regular,22,39416.961285141326,Intermediario,0
10.0,5,2,1,82.45830357665052,58.32128712518541,Ciencia_Computacao,Doutorado,Publica,Sudeste,Regular,33,8861.450908676481,Basico,1
7.911458552828315,5,3,1,94.58209410856014,94.14487731206302,Matematica,Mestrado,Privada,Sudeste,Regular,24,3167.094970515796,Basico,0
8.652321013500417,0,0,0,66.61735954393113,100.0,Fisica,Doutorado,Privada,Sul,Regular,37,32052.77331854069,Intermediario,0
8.147932345442134,6,0,1,90.00655015945037,80.13543467792383,Matematica,Doutorado,Privada,Sudeste,Regular,24,30401.835617729063,Intermediario,0
6.446982943570701,7,2,3,74.72042616608492,80.38098509148551,Engenharia_Mecanica,Mestrado,Federal,Nordeste,Cotas,35,6661.336267583499,Intermediario,0
9.91423422177253,1,1,2,56.47674558998433,73.79987471559238,Matematica,Mestrado,Privada,Sul,Regular,38,21320.292294849878,Intermediario,0
9.32789954903016,7,2,0,53.226156321751695,60.41917520266743,Ciencia_Computacao,Mestrado,Publica,Sul,Regular,40,1924.5710972915326,Intermediario,0
9.38654792056457,8,3,3,73.63770249936923,73.25487427822176,Fisica,Mestrado,Privada,Sul,Regular,28,1000.0,Intermediario,1
6.835918817807891,5,2,3,89.86327682406521,99.9130339862985,Engenharia_Civil,Mestrado,Privada,Sudeste,Regular,32,1532.373427260451,Avancado,1
10.0,4,3,1,43.81545652548724,92.94813634896244,Fisica,Mestrado,Publica,Centro-Oeste,Regular,37,6297.346392917862,Basico,0
6.097223405811578,11,3,4,78.0067505869327,70.72749607842823,Engenharia_Civil,Mestrado,Publica,Sudeste,Regular,40,4496.184522388814,Intermediario,0
9.080285640700405,8,3,1,88.38565702327362,73.05935453931872,Ciencia_Computacao,Doutorado,Federal,Centro-Oeste,Regular,26,15587.668451796351,Intermediario,0
10.0,12,2,3,55.830751720182036,100.0,Fisica,Mestrado,Privada,Sudeste,Regular,22,1000.0,Basico,1
6.7141955123039665,11,0,2,65.49050061554996,67.75813732967737,Fisica,Doutorado,Publica,Sul,Regular,31,1000.0,Intermediario,0
7.350553405595841,10,2,3,83.58550412366475,71.41489375307907,Fisica,Mestrado,Publica,Sudeste,Regular,39,12268.194246452354,Intermediario,0
8.349477047631462,8,2,1,87.72806921012982,74.8450202528994,Fisica,Mestrado,Privada,Sudeste,Regular,31,1000.0,Basico,1
7.4447865188257,0,2,1,99.06147333298553,63.703879291501934,Engenharia_Mecanica,Mestrado,Privada,Sul,Regular,22,3551.3951672880953,Intermediario,0
5.8740048534008,10,3,0,66.2048879804991,73.54987674985946,Engenharia_Eletrica,Mestrado,Publica,Nordeste,Regular,34,5061.790329267371,Intermediario,0
8.302844462209041,2,1,1,62.766347183427314,73.7323000703237,Fisica,Mestrado,Privada,Sudeste,Regular,25,2251.6374059415793,Basico,0
6.606544429410842,8,2,4,99.79028197022916,69.17300149442879,Engenharia_Mecanica,Mestrado,Publica,Sul,Regular,33,9832.35204764686,Intermediario,0
8.910388645952771,10,0,1,63.67587200730372,95.93565403169492,Ciencia_Computacao,Mestrado,Publica,Sudeste,Regular,37,1000.0,Intermediario,1
6.820863648649294,1,0,2,82.60928261400957,65.99804858094669,Fisica,Mestrado,Privada,Sul,Regular,40,44281.12123239149,Basico,0
10.0,11,2,2,100.0,78.29688891671744,Matematica,Mestrado,Publica,Centro-Oeste,Regular,33,3307.132430386424,Basico,1
7.0251200614956435,3,3,1,86.29063040409278,69.47598604721708,Fisica,Mestrado,Federal,Norte,Regular,27,4006.501776316913,Intermediario,0
7.7169077256914855,3,1,3,86.74905325405095,77.4803124635177,Fisica,Mestrado,Publica,Sul,Regular,37,50000.0,Intermediario,0
9.420275826054503,1,1,1,94.17099157148141,68.91842004130457,Engenharia_Civil,Mestrado,Privada,Sudeste,Cotas,33,1000.0,Avancado,0
6.353703525349067,14,4,0,82.87301366827963,80.9107355820811,Matematica,Mestrado,Publica,Sudeste,Regular,31,1402.3188339532276,Basico,0
8.541189901906193,2,1,5,86.82105602404441,83.8575570476358,Fisica,Mestrado,Publica,Centro-Oeste,Regular,26,26513.1663958358,Basico,0
10.0,12,2,1,69.86115578794055,96.82618248561668,Fisica,Mestrado,Privada,Sudeste,Regular,40,1000.0,Basico,1
5.788775148158158,2,0,1,92.39943700262116,72.93686018525271,Fisica,Mestrado,Privada,Norte,Regular,33,8903.649510402987,Intermediario,0
8.476950787798456,0,4,1,81.20222423819342,99.41392068281576,Engenharia_Mecanica,Mestrado,Privada,Sul,Regular,29,2374.3108391734254,Intermediario,1
8.589824191372635,5,3,1,52.82896364111189,70.31626080032076,Ciencia_Computacao,Mestrado,Privada,Centro-Oeste,Regular,25,1000.0,Intermediario,0
9.372734307665965,7,2,1,78.64415868526224,77.14377103461331,Engenharia_Civil,Mestrado,Privada,Sul,Regular,28,9248.523783974091,Intermediario,0
6.344573933682876,11,2,0,42.45527876723167,100.0,Fisica,Mestrado,Privada,Sul,Regular,44,9580.728093167347,Intermediario,0
6.219315080373585,2,3,2,85.70869448488293,100.0,Ciencia_Computacao,Mestrado,Privada,Nordeste,Regular,26,4922.949027784779,Avancado,1
8.982912348425346,4,3,2,71.49672684635428,100.0,Engenharia_Civil,Doutorado,Privada,Centro-Oeste,Estrangeiro,32,50000.0,Basico,1
8.645477009849778,0,1,1,100.0,77.31689864115359,Engenharia_Civil,Doutorado,Privada,Centro-Oeste,Cotas,38,1947.308049890149,Basico,1
8.575739275518814,9,3,3,82.34446897035228,86.17850283595352,Engenharia_Civil,Mestrado,Federal,Nordeste,Regular,42,13903.395204209486,Basico,1
8.719672314245463,6,3,1,88.86272386535902,88.19164257455468,Fisica,Doutorado,Publica,Nordeste,Regular,24,7279.444376381601,Basico,1
7.179962917632263,9,0,0,59.261651249294715,84.14508582848566,Engenharia_Mecanica,Mestrado,Privada,Sul,Regular,23,15769.391891597681,Avancado,0
8.548380545741505,12,4,3,85.2686208755377,67.90584141119429,Fisica,Mestrado,Publica,Nordeste,Regular,40,2684.086713260468,Intermediario,1
8.639608709948021,0,4,3,65.39012966095855,82.81498960490416,Fisica,Doutorado,Publica,Norte,Regular,23,1000.0,Intermediario,1
7.128472872960447,11,2,0,91.35776512114003,73.92985196896454,Ciencia_Computacao,Doutorado,Privada,Sul,Regular,35,2168.056137480111,Intermediario,1
10.0,10,2,1,58.22471660999277,68.37904743548,Engenharia_Eletrica,Mestrado,Federal,Nordeste,Regular,22,4552.654387200454,Basico,0
8.91074938136768,8,2,2,76.647110292854,76.26356910474807,Engenharia_Eletrica,Mestrado,Privada,Sul,Cotas,37,11126.385590647451,Basico,0
6.413044754196026,7,0,1,57.63176352125117,83.7839776477331,Engenharia_Eletrica,Mestrado,Privada,Sul,Cotas,36,5017.7861855335195,Intermediario,0
9.184830412950744,6,2,0,76.88714930227941,92.01659774792778,Ciencia_Computacao,Mestrado,Publica,Norte,Regular,39,6361.964075606096,Intermediario,0
6.737977494659017,9,2,0,100.0,76.952860279869,Matematica,Mestrado,Privada,Sul,Cotas,23,38974.95827362663,Avancado,0
9.380626905613678,14,3,2,85.81902120384791,79.05668237896091,Ciencia_Computacao,Mestrado,Federal,Sudeste,Regular,32,4773.970092195919,Intermediario,0
9.937893368511105,6,0,3,74.51057247135965,89.6471513550185,Engenharia_Civil,Doutorado,Publica,Sul,Regular,42,2594.5066450100894,Intermediario,1
6.968976522472434,4,1,0,38.06761314922431,80.85046244570435,Fisica,Mestrado,Publica,Sudeste,Regular,38,8336.423768761233,Basico,0
9.645064193866482,4,3,0,66.96469322784651,84.57861891067112,Matematica,Doutorado,Privada,Sul,Regular,34,1000.0,Avancado,1
8.819171390404748,10,3,1,82.11980468636018,80.93562166632731,Engenharia_Civil,Mestrado,Privada,Centro-Oeste,Regular,33,1000.0,Basico,0
9.433090239991735,12,4,3,67.33713486596425,82.43278025887628,Fisica,Mestrado,Privada,Nordeste,Cotas,23,4184.4777508766065,Avancado,1
10.0,4,0,0,96.4072537194516,67.05170648878521,Fisica,Mestrado,Privada,Norte,Regular,43,1604.4227111944533,Intermediario,0
7.831917825995694,0,3,5,76.07307243675905,81.46792023397828,Engenharia_Civil,Mestrado,Privada,Sudeste,Regular,42,2368.741025496061,Basico,0
7.069395753463764,7,1,1,91.1789267416781,97.13434858502355,Ciencia_Computacao,Mestrado,Publica,Centro-Oeste,Regular,39,15089.103392885057,Intermediario,0
6.865728355561714,11,2,1,78.07351286965687,82.02789717697198,Engenharia_Eletrica,Mestrado,Privada,Nordeste,Regular,31,9241.818356992013,Avancado,0
6.976284572551842,10,5,3,70.86026785339875,69.99498869794736,Matematica,Mestrado,Publica,Sudeste,Cotas,33,4481.12738260891,Intermediario,1
8.084347435878843,0,0,1,67.93010244644411,97.71836044943242,Fisica,Mestrado,Publica,Nordeste,Regular,38,5429.266290580511,Basico,0
8.711727962224964,3,1,0,59.81768942516582,88.6564601334651,Engenharia_Mecanica,Mestrado,Privada,Centro-Oeste,Regular,43,2953.01601960357,Basico,0
8.615036198995028,14,3,1,91.44919775193078,89.21153314720826,Fisica,Mestrado,Federal,Sudeste,Regular,35,13618.835610154749,Intermediario,1
9.440774873554036,8,3,1,68.57982101918697,88.8862674676692,Engenharia_Eletrica,Mestrado,Privada,Sul,Regular,43,12721.517670716852,Basico,1
8.21950283781686,13,1,1,82.83445262424887,66.48355524626018,Fisica,Mestrado,Privada,Centro-Oeste,Regular,40,16141.024552943692,Intermediario,0
10.0,8,0,2,67.1138252509793,87.77365966340989,Engenharia_Mecanica,Mestrado,Publica,Sudeste,Regular,34,15274.077589291091,Avancado,1
7.803014750143065,4,3,1,58.75456643111522,96.61556549811851,Ciencia_Computacao,Doutorado,Publica,Nordeste,Cotas,24,5244.0939885309745,Avancado,0
10.0,3,3,0,83.32711215938355,74.23757929585956,Fisica,Mestrado,Publica,Sul,Estrangeiro,29,2126.3186466624775,Basico,0
9.138501021647508,2,0,2,63.79944155578656,56.85663523535887,Matematica,Mestrado,Federal,Sudeste,Estrangeiro,26,4020.794077405755,Intermediario,0
6.914263665375575,2,2,1,68.99269132699294,84.38685865565765,Ciencia_Computacao,Mestrado,Federal,Nordeste,Regular,43,5653.044044606559,Basico,0
6.593661252908331,11,0,2,56.26967271857116,80.3929717703528,Engenharia_Mecanica,Mestrado,Federal,Sudeste,Cotas,33,2188.930053271346,Intermediario,0
